Al2O3,CaO,CO2,Fe2O3 total,FeO,K2O,MgO,MnO,Na2O,P2O5,SiO2,TiO2,LOI,Ba,Be,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Li,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr
20.69,8.05,3.5,6.21,2.86,1.66,0.54,0.108,7.1,0.131,49.9,0.287,4.56,340,2.6,122,2.8,12,1.5,7,18.2,14.2,2,35,14,10.6,4.3,58,37,2.1,13,57,9,10,15,55,1.1,12.7,1191,0.9,2.6,1.4,2.3,0.8,8,119,14.8,93,517
