La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y
75,175,18.8,73,16.1,2.42,17,2.5,18,3.8,12.4,2.1,17,2.7,128
