sample_name,sample_material,sample_type,latitude,longitude,elevation_ground,min_depth,max_depth,location_type,location_name,location_comment,Er,Eu,Dy,Zr,Tb,Gd,Zn,Cu,S,Ho,La,Ni,Yb,V,Y,Sm,Ce,Cr,Nd,Sr,Ba,Co,Lu,Pr,Tm,Pt,Hf,Sc,Pd,Th,Nb,Ta,P2O5,SiO2,MnO,CaO,TiO2,Fe2O3,K2O,Cr2O3,FeO,Al2O3,Na2O,MgO
LITH03626751-HWD38-244.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,69,10700,,,3604.63,,,,,,1594,,,,,,,,,,,,,,,0,46.31,0.03,0.13,0.04,0.11,0.03,0.23,5.22,1.01,0.07,45.6
LITH03626751-HWD38-159.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,50,2100,,,4271.44,,,,,,1518,,,,,,,,,,,,,,,0,38.6,0.11,0.42,0.05,0,0.03,0.22,7.6,0.32,0.1,52.15
LITH03626751-CBD045-348.85,Andesite,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),2.49,1.19,4.26,85,0.66,4.32,92,108,1800,0.91,5.91,,2.69,335,24,3.32,13.2,139,10.2,121,264,47,0.41,2.12,0.38,,,33,,,,,0,55.04,0.38,9.33,1.3,1,1.58,0.02,8.16,16.38,2.52,4.32
LITH03626751-HWD38-117.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,3329,22300,,,3596.09,,,,,,1916,,,,,,,,,,,,,,,,42.67,0.14,0.53,0.04,,0.03,0.28,9.85,0.46,0.47,45.52
LITH03626751-HWD03-120.50,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,92,107,6400,,,2649.17,,,,,,4472,,,,141,,,,,,,,,,,0,45.6,0.29,4.67,0.07,0.58,0.06,0.65,8.58,3.5,0.12,35.89
LITH03626751-BSD016-420.30B,Dacite,Rock,-30.39,121.64,374,-420,-420,Unknown,Black Swan,"Silver Swan, lower felsics",,,,169.03,,,81,3.4,,,,,,129.33,18.15,,,29,,346.01,254.12,5.67,,,,,,,,,,,0.17,54.6,0.14,7.23,0.84,0.65,1.08,,5.32,24.36,2.14,3.4
LITH03626751-BSD025-360.82,Dacite,Rock,-30.39,121.64,374,-361,-361,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,98.74,,,36,5.13,500,,,,,17.48,7.19,,,2,,86.39,1663.17,2.05,,,,,,,,,,,0.03,72.99,0.02,0.21,0.09,0.09,3.17,,0.79,17.9,4.4,0.25
LITH03626751-BSD061-185.50,Dacite,Rock,-30.39,121.63,376,-186,-186,Unknown,Black Swan,"Silver Swan, upper felsics",,,,111.98,,,9,18.64,500,,,,,52.87,8.29,,,1,,250.91,321.42,4.14,,,,,,,,,,,0.13,70.09,0.02,1.45,0.48,0.39,1.08,,3.23,15.34,5.63,2.1
LITH03626751-8-303.53,Basalt,Rock,-32.14,119.79,407,0,0,Unknown,Mount Hope,,,,,20,,,79,1657,0,,,679.69,,248,10,,,902,,17,16,86,,,,,,,,,,,0,50.87,0.25,12.6,0.57,1.66,0.12,0.13,13.44,5.1,0.69,14.47
LITH03626751-HWD03-127.40,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,213,94,2400,,,3691.25,,,,,,2487,,,,141,,,,,,,,,,,0,43.83,0.06,0.02,0.02,0.11,0.02,0.36,7.22,1.61,0.02,46.46
LITH03626751-HWD26A-173.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,30,0,600,,,4301.7,,,,,,2196,,,,109,,,,,,,,,,,0,42.44,0.06,0.01,0.02,0,0.05,0.32,3.99,0.3,0.03,52.44
LITH03626751-659457,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,,,,22,,,85,101,1300,,,72.65,,213,14,,,958,,76,104,,,,,,,,,,,,,50.86,0.21,9.66,0.5,,0.3,0.14,11.57,12.69,3.89,10.18
LITH03626751-21611/10,Basalt,Rock,-27.24,120.53,556,0,0,Unknown,Mount Keith Monument Unit,Monument Unit,,,,,,,109.92,60.2,51.30223,,,648.79,,,,,,1649,,,0,,,,,,,,,,,,0,46.49,0.2,11.16,0.57,1.35,0.12,0.24,11,11.17,3.66,13.93
LITH03626751-HWD38-131.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,76,6300,,,3490.08,,,,,,1658,,,,,,,,,,,,,,,0,45.49,0.08,1.46,0.01,0.17,0.04,0.24,6.54,0.22,0.45,44.46
LITH03626751-HWD38-325.40,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,220,14900,,,2813.43,,,,,,1618,,,,,,,,,,,,,,,0,41.56,0.19,6.91,0.03,0.69,0.01,0.23,11.04,0.58,0.05,37.59
LITH03626751-HWD03-119.40,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,76,137,7700,,,2623.87,,,,,,3503,,,,126,,,,,,,,,,,0,45.68,0.36,4.54,0.05,0.55,0.09,0.51,7.89,4.72,0.11,35.63
LITH03626751-BSD019-258.17,Dacite,Rock,-30.39,121.64,374,-258,-258,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,80.82,,,35,5.05,100,,,,,11.11,6.06,,,,,104.06,1910.54,,,,,,,,,,,,,72.88,0.007072357,0.05,0.05,0.08,2.77,,0.69,18.02,5.24,0.18
LITH03626751-BSD048-340.40,Dacite,Rock,-30.39,121.64,374,-340,-340,Unknown,Black Swan,"Silver Swan, lower felsics, BARMINCO INVESTMENTS PTY LTD",,,,121.08,,,103,34.73,400,,,,,118.83,12.33,,,37,,193.95,391.27,15.68,,,,,,,,,,,0.15,66.25,0.1,6.3,0.62,0.65,2.55,0.005407261,5.31,15.06,0.8,2.15
LITH03626751-MKD66-126.1,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,80,130.07,400,,,,,,,,,360,,,0,,,,,,,,,,,,0,50.89,0.18,10.05,0.68,1.19,1.15,0.05,9.7,15.39,1.9,8.79
LITH03626751-BSD081B-731.00,Dacite,Rock,-30.39,121.63,376,-731,-731,Unknown,Black Swan,"Cygnet, lower felsics",,,,107.54,,,77,494.24,11100,,,,,90.73,11.2,,,59,,555.62,2216.91,77.46,,,,,,,,,,,0.11,66.98,0.12,1.5,0.76,0.78,2.41,0.008677387,6.37,17.04,1.17,2.48
LITH03626751-HWD08-295.80,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,7,0,4300,,,3938.29,,,,,,1934,,,,,,,,,,,,,,,0,43.98,0.08,0.48,0.04,0.02,0.01,0.28,4.93,0.83,0.05,48.9
LITH03626751-HWD19-367.90,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,115,29,300,,,2169.24,,,,,,3382,,,,115,,,,,,,,,,,0,47.75,0.16,3.46,0.36,0.8,0.06,0.49,8.89,6.87,0.06,30.86
LITH03626751-HWD38-277.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,303,800,,,3601.06,,,,,,1583,,,,,,,,,,,,,,,0,39.95,0.11,5.53,0.02,0.14,0.01,0.23,7.74,0.21,0.05,45.56
LITH03626751-CBD045-306.00,Basalt,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),,,,,,,70,6212,90200,,,356.9,,193,4,,,,,86,440,30,,,,,,,,,,,,53.99,0.19,9.45,0.01,,0.13,,21.56,3.65,0.19,10.75
LITH03626751-HWD26A-262.00,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,76,1285,19500,,,3372.43,,,,,,630,,,,306,,,,,,,,,,,0,41.2,0.18,5.06,0.14,0.2,0.06,0.09,5.6,2.4,0.01,43.28
LITH03626751-HWD26A-261.50,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,105,708,24100,,,3487.87,,,,,,1026,,,,384,,,,,,,,,,,,44.94,0.09,0.68,0.1,,0.1,0.15,7.43,1.98,0.09,44.44
LITH03626751-YP01,Basalt,Rock,-29.81,121.08,411,0,0,Unknown,Yunndaga,"Yunndaga, Walter Williams, PROTO RESOURCES AND INVESTMENTS LTD",,,,,,,133,74,,,,318.44,,,,,,899,,,,,,,,,,,,,,,,52.17,0.17,10.54,0.89,1.26,0.16,0.13,10.27,12.03,2,10.3
LITH03626751-FFD017-172.5,Rhyolite,Rock,-32.41,119.69,429,0,0,Unknown,Flying Fox,Western,,,,16,,,167,55,74100,,,,,20,8,,,205,,11,,231,0,,,,,,,,,,,80.46,0.09,0.24,0.07,,0.36,0.03,,2.15,0.19,0.55
LITH03626751-WP-89,Basalt,Rock,70.03,25.11,62,0,0,Unknown,Karasjok,,1.56,0.83,2.6,,,2.08,,31.31,,,2.08,,1.56,292.24,,1.56,5.74,79,4.69,,,,,,,0.00052,0.62,,,0.15,2.29,0.1,0.04,44.77,0.2,18.37,0.82,1.26,0.08,,10.22,14.19,0.84,9.15
LITH03626751-BSD061-540.30A,Dacite,Rock,-30.39,121.64,374,-540,-540,Unknown,Black Swan,"Silver Swan, lower felsics",,,,173.03,,,10,18.38,100,,,,,80.02,11.89,,,37,,602.36,180.6,35.68,,,,,,,,,13,,0.15,70.65,0.03,4.17,0.64,0.22,0.62,0.005373964,1.82,17.19,2.73,1.71
LITH03626751-HWD24-209.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,42,0,800,,,4159,,,,,,1578,,,,115,,,,,,,,,,,0,43.4,0.08,0.01,0.01,0,0.06,0.23,4.43,0.24,0.08,51.06
LITH03626751-HWD38-234.10,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,87,7600,,,3801.7,,,,,,1660,,,,,,,,,,,,,,,0,43.1,0.06,2.33,0.04,0.06,0.01,0.24,4.93,0.82,0.05,47.55
LITH03626751-HWD03-097.50,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,165,173,5800,,,2705.06,,,,,,3071,,,,134,,,,,,,,,,,0,44.81,0.23,4.28,0.1,0.53,0.03,0.44,8.16,4.86,0.09,36.47
LITH03626751-GD001-091.2,Dacite,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Red Dam channel,,,,135.99,,,59,26,1000,,,,,54.6,9.27,,,,,681.99,707,9,,,,,,,,,,,0.17,68.43,0.05,3.09,0.47,0.33,1.49,,2.65,15.97,5.31,2.04
LITH03626751-21271,Basalt,Rock,-29.29,120.57,417,0,0,Unknown,Kurrajong,"Kurrajong, Walter Williams",,,,,,,42,21,100,,,100.94,,,,,,616,,,,52,,,,,,,,,,,,48.19,0.09,15.07,0.16,,0.08,0.09,5.61,18.88,1.24,10.55
LITH03626751-WAP050-1038,Basalt,Rock,-27.8,120.7,521,0,0,Unknown,Perseverance,,,,,,,,74.16,5.3,200,,,594.53,,,,,,530,,,0,58.34,,,,,,,,,,,0,48.52,0.18,15.46,0.47,0.93,0.99,0.07,7.61,12.28,0.07,13.34
LITH03626751-SXB04625,Basalt,Rock,-31.31,119.39,381,-248,-248,Unknown,Axehandle,"Axehandle, Axehandle",,,,83.52,,,,90.41,200,,,,,241.36,,,,154,,,,,,,,,,,,,,,0.08,52.79,0.2,9.3,0.93,1.25,0.16,0.02,10.19,13.95,3.76,7.29
LITH03626751-HWD03-104.25,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,103,145,7900,,,2529.92,,,,,,3572,,,,134,,,,,,,,,,,0,46.13,0.3,5.09,0.1,0.54,0.05,0.52,7.16,5.5,0.13,34.65
LITH03626751-HWD16-304.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,6,0,600,,,4173.26,,,,,,1505,,,,37,,,,,,,,,,,,43.39,0.05,0.16,0,,0.06,0.22,4.69,0.19,0.03,51.2
LITH03626751-21609/A,Basalt,Rock,-27.24,120.53,556,0,0,Unknown,Mount Keith Monument Unit,Monument Unit,,,,,,,84.95,70.15,52.24324,,,451.3,,,,,,900,,,0,,,,,,,,,,,,0,51.47,0.17,10.23,0.54,1.25,0.06,0.13,10.17,11.29,2.9,11.71
LITH03626751-HWD38-306.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,543,4500,,,3587.25,,,,,,1315,,,,,,,,,,,,,,,0,38.22,0.2,5.04,0.03,0.19,0.03,0.19,9.18,0.74,0.04,45.43
LITH03626751-BSD089-694.40,Dacite,Rock,-30.39,121.64,374,-694,-694,Unknown,Black Swan,"Cygnet-Black Swan gap, lower felsics",,,,28.83,,,299,30.04,300,,,,,89.58,6.17,,,3888,,28.83,,180.24,,,,,,,,,13,,0.04,75.78,0.22,0.28,0.55,0.83,0.02,0.56,6.73,13.79,0.09,1.09
LITH03626751-HWD26A-287.00,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,95,270,4000,,,3534.86,,,,,,1800,,,,106,,,,,,,,,,,0,45.26,0.07,1.18,0.02,0.17,0.08,0.26,7.12,0.53,0.03,44.9
LITH03626751-BSD020-160.35b,Dacite,Rock,-30.39,121.63,376,-160,-160,Unknown,Black Swan,"Silver Swan, upper felsics",,,,181.4,,,33,7.51,75.17551,,,,,165.3,11.8,,,36,,118.07,982.17,12.88,,,,,,,,,,,0.31,58.7,0.1,0.84,0.89,0.66,3.24,0.005334051,5.37,19.92,1.61,8.31
LITH03626751-HWD38-133.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,64,8200,,,3405.85,,,,,,1729,,,,,,,,,,,,,,,0,44.66,0.13,3.25,0.03,0.18,0.01,0.25,5.98,0.39,0.43,43.61
LITH03626751-HWD38*-319.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,83,5,800,,,2219.36,,,,,,2626,,,,,,,,,,,,,,,0,47.94,0.16,4.23,0.27,0.79,0.02,0.38,9.02,5.56,0.01,31.39
LITH03626751-HWD03-087.10,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,207,176,6700,,,2096.58,,,,,,3287,,,,137,,,,,,,,,,,0,48.41,0.17,6.8,0.11,0.78,0.04,0.48,7.96,5.09,0.19,30.09
LITH03626751-BSD037G-555.0,Dacite,Rock,-30.39,121.63,376,-555,-555,Unknown,Black Swan,,,,,193.54,,,97,6.46,1900,,,,,63.79,16.21,,,,,2451.19,4612.61,8.62,,,,,,,,,,,0.33,64.2,0.08,4.22,0.65,0.44,2.15,,3.59,17.28,5.65,1.36
LITH03626751-HWD38-293.40,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,1640,16800,,,3074.65,,,,,,1899,,,,,,,,,,,,,,,0,44.93,0.11,3.38,0.01,0.45,0.03,0.27,8.98,0.21,0.17,40.27
LITH03626751-FGD93-10-453.75,Dacite,Rock,-32.23,120.5,350,-454,-454,Unknown,Maggie Hays,Central UM,1.01,1.01,2.02,171.49,0.3,2.53,34.5,,,0.3,13.69,,1.01,56.82,16.23,2.33,27.39,,11.16,102.48,,11.16,0.2,3.04,0.1,,,,,,,,,64.99,0.03,2.23,0.8,0.14,7.2,,1.16,19.04,1.73,2.63
LITH03626751-15025N 9360E,Basalt,Rock,-32.71,119.81,393,0,0,Unknown,Digger Rocks,Eastern (S),,,,25,,,109,286,29800,,,507.85,,190,10,,,1026,,145,215,330,,,,,,,,,,,,48.19,0.29,14.48,0.44,,0.18,0.15,11.14,5.27,0.43,12.5
LITH03626751-HWD03-090.05,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,184,132,4700,,,2219.71,,,,,,2927,,,,127,,,,,,,,,,,0,45.5,0.18,6.65,0.15,0.8,0.02,0.42,8.87,5.91,0.11,31.39
LITH03626751-FFD081-218.55,Basalt,Rock,-32.41,119.69,429,0,0,Unknown,Flying Fox,"Western, U1, WESTERN AREAS NL",,,,41,,,101,135,100,,,580.41,,267,16,,,208,,22,93,82,0,,,,,,,,,,0,52.25,0.27,13.92,0.67,1.22,0.17,0.03,9.91,7.99,0.16,13.33
LITH03626751-HWD19-377.70,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,85,0,300,,,2369.63,,,,,,3239,,,,85,,,,,,,,,,,0,47.76,0.14,3.35,0.34,0.63,0.07,0.47,7.9,6.02,0.08,32.98
LITH03626751-BSD063-309.90,Dacite,Rock,-30.39,121.63,376,-310,-310,Unknown,Black Swan,"Silver Swan, upper felsics",,,,140.26,,,24,16.54,600,,,,,79.52,14.35,,,31,,262.86,417.49,13.23,,,,,,,,,,,0.21,62.33,0.17,5.36,0.66,0.62,2.05,,5.02,16.72,3.65,3.14
LITH03626751-YP33,Andesite,Rock,-29.81,121.08,411,0,0,Unknown,Yunndaga,"Yunndaga, Walter Williams",,,,,,,33,74,,,,,,,,,,208,,,,,,,,,,,,,,,,53.1,0.03,9.46,1.55,1.33,0.2,0.03,10.8,14.81,3.65,4.98
LITH03626751-HWD38-317.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,64,17,1700,,,2541.96,,,,,,2483,,,,,,,,,,,,,,,0,46.33,0.17,6.38,0.21,0.47,0.01,0.36,6.59,4.41,0.01,34.78
LITH03626751-FGD93-02-132.5,Basalt,Rock,-32.23,120.5,350,-132,-132,Unknown,Maggie Hays,"Central UM, Central UM",,,,,,,232.93,440.8,272800,,,939.07,,10.12,10.12,,,726,,11.12,,1370.94,,,,,,,,,,,,50.19,0.3,6.14,0.03,2.37,1.11,0.1,19.26,2.76,0.27,17.41
LITH03626751-r084-31.80-31.97,Basalt,Rock,0.0676612,22.54239,474,-32,-32,Unknown,Sattaskongas,"Sattaskongas volcanics, Lapland Prot",,,,163.73,,,130.57,121.44,100,,,,,329.53,26.94,,,193,,135.75,29.01,47.74,,,,,,,,,,,0.22,50.73,0.2,8.93,2.2,1.54,0.41,0.02,12.52,12.67,3.75,6.75
LITH03626751-HWD38-132.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,50,7700,,,3799.98,,,,,,1667,,,,,,,,,,,,,,,0,40.77,0.16,1.43,0.06,0.1,0.01,0.24,8.21,0.33,0.38,47.54
LITH03626751-ELD002-114.5,Dacite,Rock,-30.28,121.95,429,-114,-114,Unknown,Emu Lake,,,,,258.4,,,59,7.03,400,,,,,4.02,26.14,,,1,,179.97,578.14,3.01,,,,,,,,,,,0.01,76.48,0.07,1.59,0.15,0.28,2,,2.29,12.51,4.47,0.1
LITH03626751-HWD32-177.00,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,18,0,1000,,,3859.61,,,,,,1790,,,,54,,,,,,,,,,,0,43.18,0.04,0.02,0.02,0.05,0.06,0.26,7.35,0.42,0.08,48.12
LITH03626751-LNN009908,Andesite,Rock,-28.58,121.17,426,-180,-180,Unknown,Sullivans Prospect,"Sullivans Ultramafic Unit, S Central Cumulate Zone, ST BARBARA LTD",,,,135.69,,,,49.73,13100,,,0,,283.94,,,,546,,,0,,,,,,,,,,,,0.06,62.47,0.16,2.39,0.98,0.48,2.55,0.07,3.89,22,1.89,3.66
LITH03626751-HWD26A-239.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,48,0,1500,,,4122.12,,,,,,1513,,,,114,,,,,,,,,,,0,42.58,0.06,0.02,0.02,0,0.05,0.22,5.69,0.24,0.01,50.7
LITH03626751-MKD66-208,Andesite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,40.05,5.01,52.73658,,,,,,,,,85,,,0,,,,,,,,,,,,0,56.48,0.09,3.79,0.89,0.82,1.21,0.01,6.65,18.02,7.37,4.63
LITH03626751-HWD38-170.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,311,3000,,,4082.35,,,,,,1790,,,,,,,,,,,,,,,0,42.01,0.04,0.23,0.09,0,0.01,0.26,6.04,0.33,0.1,50.31
LITH03626751-HWD26A-308.70,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,224,6,1000,,,3648.95,,,,,,1032,,,,141,,,,,,,,,,,0,44.85,0.05,0.09,0.02,0.13,0.06,0.15,7.84,0.24,0.05,46.04
LITH03626751-BSD097-797.75,Dacite,Rock,-30.39,121.63,376,-798,-798,Unknown,Black Swan,"Black Swan Orebody, lower felsics",,,,141.53,,,52,14.16,,,,,,71.85,14.15,,,46,,278.72,260.21,9.8,,,,,,,,,11,,0.13,69.78,0.06,4.72,0.52,0.44,1.58,0.006683297,3.59,15.9,1.68,1.53
LITH03626751-BSD016-355.0B,Dacite,Rock,-30.39,121.63,376,-355,-355,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,65.86,,,78,430,11500,,,,,98.2,5.99,,,,,628.71,552,89,,,,,,,,,,,0.03,54.6,0.21,1.46,0.61,2.54,0.75,,20.56,14.77,3.19,0.68
LITH03626751-W3-974,Basalt,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,23,,,72,79,1400,,,303.49,,177,9,,,623,,122,42,64,,,,,,,,,,,,51.98,0.19,10.3,0.35,0.95,0.54,0.09,7.69,16.58,1.23,10.12
LITH03626751-BSD037I-500.70,Dacite,Rock,-30.39,121.63,376,-501,-501,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,190.38,,,83,12.81,2700,,,,,53.77,20.43,,,3,,572.21,1317.6,6.4,,,,,,,,,12,,0.33,64.57,0.07,3.68,0.67,0.39,2.47,,3.22,17.45,5.66,1.39
LITH03626751-HWD19-368.70,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,236,,1100,,,2174.67,,,,,,2693,,,,118,,,,,,,,,,,0,47.45,0.24,6.53,0.26,0.73,0.07,0.39,8.05,5.11,0.03,30.92
LITH03626751-HWD38-321.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,87,,300,,,2163.98,,,,,,3181,,,,,,,,,,,,,,,0,45.3,0.15,3.36,0.38,0.93,0.06,0.46,10.25,8.02,0.09,30.8
LITH03626751-HWD38-320.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,97,,100,,,2089.44,,,,,,3458,,,,,,,,,,,,,,,0,47.93,0.08,1.22,0.41,0.99,0.05,0.5,10.43,8.09,0.11,30.01
LITH03626751-HWD38-230.80,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,109,3900,,,3714.49,,,,,,1106,,,,,,,,,,,,,,,0,40.88,0.23,0.29,0.68,0.07,0.02,0.16,4.98,5.55,0.05,46.69
LITH03626751-BSD037F-562.75,Dacite,Rock,-30.39,121.64,374,-563,-563,Unknown,Black Swan,"Silver Swan, lower felsics",,,,315.82,,,34,31.58,200,,,,,69.23,21.86,,,225,,1560.89,666.87,20.65,,,,,,,,,,,0.81,55.19,0.06,13.73,0.94,0.46,0.77,0.03,3.8,15.22,2.36,6.57
LITH03626751-HWD19-376.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,141,28,200,,,2103.13,,,,,,3386,,,,113,,,,,,,,,,,0,45.41,0.18,3.86,0.38,0.97,0.08,0.49,10.32,7.79,0.08,30.16
LITH03626751-BSD037I-494.20,Dacite,Rock,-30.39,121.63,376,-494,-494,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,202.01,,,66,31.32,5300,,,,,70.36,22.69,,,2,,264.43,2560.33,8.94,,,,,,,,,16,,0.54,62.48,0.09,5.71,0.76,0.34,4.99,,2.82,18.14,0.38,3.64
LITH03626751-21120E,Basalt,Rock,-29.54,120.88,431,0,0,Unknown,Ghost Rocks,"Ghost Rocks, Walter Williams",,,,,,,42,16,100,,,479.89,,,,,,343,,,,53,,,,,,,,,,,,48.94,0.1,17.02,0.12,0.41,0.19,0.05,3.36,16.65,0.94,12.17
LITH03626751-BSD070-175.55,Dacite,Rock,-30.39,121.63,376,-175.55,-175.55,Unknown,Black Swan,,,,,121.47,,,24,17.47,800,,,,,43.23,7.2,,,,,113.23,493.09,6.16,,,,,,,,,,,0.11,71.82,0.02,2.05,0.45,0.22,1.97,,1.78,15.15,4.26,2.13
LITH03626751-23258,Dacite,Rock,-28.9,121.81,428,0,0,Unknown,Murrin Murrin,Kilkenny Syncline,,,,108,,,67,10,100,,,,,73,17,,,,,236,208,10,,,,,,,,,,,0.16,68.75,0.12,5.32,0.52,,0.94,,4.32,13.85,3.37,2.65
LITH03626751-HWD08-274.80,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,11,0,4300,,,3952.36,,,,,,1309,,,,,,,,,,,,,,,0,43.83,0.03,0.04,0.04,0.02,0.04,0.19,5.07,0.81,0.22,49.04
LITH03626751-HWD38-262.40,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,6,0,2400,,,3591.84,,,,,,1862,,,,,,,,,,,,,,,0,40.36,0.19,6.69,0.04,0.12,0.01,0.27,6.03,0.49,0.01,45.47
LITH03626751-HWD26A-295.00,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,83,70,4900,,,3275.45,,,,,,1298,,,,339,,,,,,,,,,,0,48.19,0.07,0.9,0.07,0.17,0.09,0.18,5.07,1.34,0.01,42.3
LITH03626751-ELD001-162.8i,Dacite,Rock,-30.28,121.95,429,-163,-163,Unknown,Emu Lake,SIR SAMUEL MINES NL,,,,141.34,,,46,28.9,100,,,,,84.6,13.41,,,26,,313.65,474.6,14.45,,,,,,,,,,,0.15,62.68,0.08,6.24,0.62,0.55,1.9,,4.47,15.66,5.45,2.14
LITH03626751-MKD66-141,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,84.94,225.04,300,,,,,,,,,400,,,0,,,,,,,,,,,,0,50.17,0.18,11.81,0.52,1.17,0.53,0.05,9.53,15.44,1.25,9.27
LITH03626751-SXB04502,Rhyolite,Rock,-31.47,119.48,434,-243,-243,Unknown,Jaccolittie,"Jacoletti, ST BARBARA LTD",,,,,,,,88.24,9900,,,,,,,,,14,,,,,,,,,,,,,,,0.12,82.48,0.09,0.25,0.02,1.77,0.05,,14.4,0.72,0.04,0.54
